id,label
Linguistics/Italian (LIIT) 5CS,Linguistics/Italian (LIIT) 5CS. Fundamentals of Italian III (5)
Linguistics/Italian (LIIT) 5DS,Linguistics/Italian (LIIT) 5DS. Fundamentals of Italian IV (5)
Linguistics/P,Linguistics/P. Portuguese Conversation (2
Linguistics/Spanish (LISP) 1A,Linguistics/Spanish (LISP) 1A. Spanish Conversation (2
Linguistics/Spanish (LISP) 1AX,Linguistics/Spanish (LISP) 1AX. Analysis of Spanish (2
Linguistics/Spanish (LISP) 1B,Linguistics/Spanish (LISP) 1B. Spanish Conversation (2
Linguistics/Spanish (LISP) 1BX,Linguistics/Spanish (LISP) 1BX. Analysis of Spanish (2
Linguistics/Spanish (LISP) 1C,Linguistics/Spanish (LISP) 1C. Spanish Conversation (2
Linguistics/Spanish (LISP) 1CX,Linguistics/Spanish (LISP) 1CX. Analysis of Spanish (2
Linguistics/Spanish (LISP) 1D,Linguistics/Spanish (LISP) 1D. Spanish Conversation (2
Linguistics/Spanish (LISP) 1DX,Linguistics/Spanish (LISP) 1DX. Analysis of Spanish (2
"Linguistics/Spanish (LISP) 5A, 5B, 5C, 5D","Linguistics/Spanish (LISP) 5A, 5B, 5C, 5D. Fundamentals of Spanish (5)"
"Linguistics/Spanish (LISP) 15, 16, 17","Linguistics/Spanish (LISP) 15, 16, 17. Intermediate Spanish for the Social Sciences (2)"
Linguistics/Spanish (LISP) 18,Linguistics/Spanish (LISP) 18. Intermediate Spanish for the Health Sciences (2)
"Linguistics (LIDS)
		  19","Linguistics (LIDS)
		  19. Directed Study—Language (2–4)"
LTAF 110,LTAF 110. African Oral Literature (4)
LTAF 120,LTAF 120. Literature and Film of Modern Africa (4)
LTAM 87,LTAM 87. First-year Student Seminar (1)
LTAM 100,LTAM 100. Latino/a Cultures in the United States (4)
LTAM 101,LTAM 101. Early Latino/a-Chicano/a Cultures: 1848–1960 (4)
LTAM 105,LTAM 105. Gender and Sexuality in Latino/a-Chicano/a Cultural Production (4)
LTAM 106,LTAM 106. Modern Chicana and Mexican Women Writings (4)
LTAM 107,LTAM 107. Comparative Latino/a and US Ethnic Cultures (4)
LTAM 108,LTAM 108. Chicano/a and Latino/a Cultures: Intellectual and Political Traditions (4)
LTAM 109,LTAM 109. Cultural Production of the Latino/a Diasporas (4)
LTAM 110,LTAM 110. Latin American Literature in Translation (4)
LTAM 111,LTAM 111. Comparative Caribbean Discourse (4)
LTAM 130,LTAM 130. Reading North by South (4)
LTAM 140,LTAM 140. Topics in Culture and Politics (4)
LTCH 101,LTCH 101. Readings in Contemporary Chinese Literature (4)
LTCO 201,LTCO 201. Theories and Methods of Literary Analysis (4)
LTCO 274,LTCO 274. Genre Studies (4)
LTCO 281,LTCO 281. Literature and Film (4)
LTCO 282,LTCO 282. Literature and Philosophy (4)
LTCO 284,LTCO 284. Performativity (4)
LTCO 285,LTCO 285. Literature and Aesthetics (4)
LTCO 287,LTCO 287. Culture and Political Theory (4)
LTCO 297,LTCO 297. Directed Studies: Reading Course (1–12)
LTCO 298,LTCO 298. Special Projects: Writing Course (1–12)
LTCO 299,LTCO 299. Dissertation (1–12)
LTCS 50,LTCS 50. Introduction to Cultural Studies (4)
LTCS 52,LTCS 52. Topics in Cultural Studies (4)
LTCS 87,LTCS 87. First-year Student Seminar (1)
LTCS 100,LTCS 100. Theories and Methods in Cultural Studies (4)
LTCS 102,LTCS 102. Practicing Cultural Studies (4)
LTCS 108,"LTCS 108. Gender, Race, and Artificial Intelligence (4)"
LTCS 110,LTCS 110. Popular Culture (4)
LTCS 111,LTCS 111. Special Topics in Popular Culture in Historical Context (4)
LTCS 119,LTCS 119. Asian American Film and Media (4)
LTCS 120,LTCS 120. Historical Perspectives on Culture (4)
LTCS 125,LTCS 125. Cultural Perspectives on Immigration and Citizenship (4)
LTCS 130,"LTCS 130. Gender, Race/Ethnicity, Class, and Culture (4)"
LTCS 131,LTCS 131. Topics in Queer Cultures/Queer Subcultures (4)
LTCS 132,LTCS 132. Special Topics in Social Identities and the Media (4)
LTCS 133,LTCS 133. Globalization and Culture (4)
LTCS 134,LTCS 134. Culture and Revolution (4)
LTCS 141,LTCS 141. Special Topics in Race and Empire (4)
LTCS 150,LTCS 150. Topics in Cultural Studies (4)
LTCS 155,"LTCS 155. Health, Illness, and Global Culture (4)"
LTCS 165,LTCS 165. Special Topics: The Politics of Food (4)
LTCS 170,LTCS 170. Visual Culture (4)
LTCS 172,"LTCS 172. Special Topics in Screening Race/Ethnicity, Gender and Sexuality (4)"
LTCS 173,LTCS 173. Topics in Violence and Visual Culture (4)
LTCS 180,LTCS 180. Programming for the Humanities (4)
LTCS 198,LTCS 198. Directed Group Study (4)
LTCS 199,LTCS 199. Special Studies (2 or 4)
LTCS 222,LTCS 222. Topics in Theory and History of Film (4)
LTCS 225,LTCS 225. Interdisciplinary and Historical Analysis of Cultural Texts (4)
LTCS 250,LTCS 250. Topics in Cultural Studies (4)
LTCS 256,LTCS 256. Cultural Studies of Technoscience (4)
LTCS 260,LTCS 260. National Cultures (4)
LTCS 297,LTCS 297. Directed Studies: Reading Course (1–12)
LTCS 298,LTCS 298. Special Projects: Writing Course (1–12)
LTCS 299,LTCS 299. Dissertation (1–12)
LTEA 100A,LTEA 100A. Classical Chinese Poetry in Translation (4)
LTEA 100B,LTEA 100B. Modern Chinese Poetry in Translation (4)
LTEA 100C,LTEA 100C. Contemporary Chinese Poetry in Translation (4)
LTEA 110A,LTEA 110A. Classical Chinese Fiction in Translation (4)
LTEA 110B,LTEA 110B. Modern Chinese Fiction in Translation (4)
LTEA 110C,LTEA 110C. Contemporary Chinese Fiction in Translation (4)
LTEA 120A,LTEA 120A. Chinese Films (4)
LTEA 120B,LTEA 120B. Taiwan Films (4)
LTEA 120C,LTEA 120C. Hong Kong Films (4)
LTEA 132,LTEA 132. Later Japanese Literature in Translation (4)
LTEA 138,LTEA 138. Japanese Films (4)
LTEA 140,LTEA 140. Modern Korean Literature in Translation from Colonial Period (4)
LTEA 141,LTEA 141. Modern Korean Literature in Translation from 1945 to Present (4)
LTEA 142,"LTEA 142. Korean Film, Literature, and Popular Culture (4)"
LTEA 143,LTEA 143. Gender and Sexuality in Korean Literature and Culture (4)
LTEA 144,LTEA 144. Korean American Literature and Other Literatures of Korean Diaspora (4)
LTEA 151,LTEA 151. Readings in Tagalog Literature and Culture I (4)
LTEA 152A,LTEA 152A. Topics in Filipino Literature and Culture (Nineteenth Century–World War II) (4)
LTEA 152B,LTEA 152B. Topics in Filipino Literature and Culture (World War II–Present) (4)
LTEA 198,LTEA 198. Directed Group Study (4)
LTEA 199,LTEA 199. Special Studies (2 or 4)
LTEN 21,LTEN 21. Introduction to the Literature of the British Isles: Pre-1660 (4)
LTEN 22,LTEN 22. Introduction to the Literature of the British Isles: 1660–1832 (4)
LTEN 23,LTEN 23. Introduction to the Literature of the British Isles: 1832–Present (4)
LTEN 25,"LTEN 25. Introduction to the Literature of the United States, Beginnings to 1865 (4)"
LTEN 26,"LTEN 26. Introduction to the Literature of the United States, 1865 to the Present (4)"
LTEN 27,LTEN 27. Introduction to African American Literature (4)
LTEN 28,LTEN 28. Introduction to Asian American Literature (4)
LTEN 29,LTEN 29. Introduction to Chicano Literature (4)
LTEN 30,LTEN 30. Poetry for Physicists (4)
LTEN 31,LTEN 31. Introduction to Indigenous Literature (4)
LTEN 87,LTEN 87. First-year Student Seminar (1)
LTEN 107,LTEN 107. Chaucer (4)
LTEN 110,LTEN 110. Topics: The Renaissance (4)
LTEN 112,LTEN 112. Shakespeare I: The Elizabethan Period (4)
LTEN 113,LTEN 113. Shakespeare II: The Jacobean Period (4)
LTEN 117,LTEN 117. Topics: The Seventeenth Century (4)
LTEN 120,LTEN 120. Topics: The Eighteenth Century (4)
LTEN 124,LTEN 124. Topics: The Nineteenth Century (4)
LTEN 125,LTEN 125. Romantic Poetry (4)
LTEN 127,LTEN 127. Victorian Poetry (4)
LTEN 130,LTEN 130. Modern British Literature (4)
LTEN 132,LTEN 132. Modern Irish Literature (4)
LTEN 138,LTEN 138. The British Novel: 1680–1790 (4)
LTEN 140,LTEN 140. The British Novel: 1790–1830 (4)
LTEN 142,LTEN 142. The British Novel: 1830–1890 (4)
LTEN 144,LTEN 144. The British Novel: 1890 to Present (4)
LTEN 148,LTEN 148. Genres in English and American Literature (4)
LTEN 149,LTEN 149. Topics: English-Language Literature (4)
LTEN 150,"LTEN 150. Gender, Text, and Culture (4)"
LTEN 152,LTEN 152. The Origins of American Literature (4)
LTEN 153,LTEN 153. The Revolutionary War and the Early National Period in US Literature (4)
LTEN 154,LTEN 154. The American Renaissance (4)
LTEN 155,LTEN 155. Interactions between American Literature and the Visual Arts (4)
LTEN 156,LTEN 156. American Literature from the Civil War to World War I (4)
LTEN 157,LTEN 157. Captivity and Prison Narratives (4)
LTEN 158,LTEN 158. Modern American Literature (4)
LTEN 159,LTEN 159. Contemporary American Literature (4)
LTEN 169,LTEN 169. Topics in Latino/a Literature (4)
LTEN 171,LTEN 171. Comparative Issues in Latino/a Immigration in US Literature (4)
LTEN 172,LTEN 172. American Poetry II—Whitman through the Modernists (4)
LTEN 174,LTEN 174. American Fiction II—Since Middle James (4)
LTEN 175A,LTEN 175A. New American Fiction—Post-World War II to the Present (4)
LTEN 175B,LTEN 175B. New American Poetry—Post-World War II to the Present (4)
LTEN 176,LTEN 176. Major American Writers (4)
LTEN 178,LTEN 178. Comparative Ethnic Literature (4)
LTEN 179,LTEN 179. Topics: Arab/Muslim American Identity and Culture (4)
LTEN 180,LTEN 180. Chicano Literature in English (4)
LTEN 181,LTEN 181. Asian American Literature (4)
LTEN 182,"LTEN 182. Diaspora, Race, and Iranian American Literature (4)"
LTEN 183,LTEN 183. African American Prose (4)
LTEN 185,LTEN 185. Themes in African American Literature (4)
LTEN 186,LTEN 186. Literature of the Harlem Renaissance (4)
LTEN 188,LTEN 188. Contemporary Caribbean Literature (4)
LTEN 189,LTEN 189. Twentieth-Century Postcolonial Literatures (4)
LTEN 192,LTEN 192. Senior Seminar in Literatures in English (1)
LTEN 196,LTEN 196. Honors Thesis (4)
LTEN 198,LTEN 198. Directed Group Study (4)
LTEN 199,LTEN 199. Special Studies (2 or 4)
LTEN 222,LTEN 222. Elizabethan Studies (4)
LTEN 231,LTEN 231. Restoration and Eighteenth-Century English Literature (4)
LTEN 245,LTEN 245. Nineteenth-Century American Studies (4)
LTEN 246,LTEN 246. Victorian Literature (4)
LTEN 252,LTEN 252. Studies in Modern American Literature and Culture (4)
LTEN 254,LTEN 254. Topics in US Minority Literatures and Cultures (4)
LTEN 256,LTEN 256. Postcolonial Discourses (4)
LTEN 258,LTEN 258. Studies in Anglophone African and/or African Diaspora Literature and Culture (4)
LTEN 259,LTEN 259. Transnational Literary Studies (4)
LTEN 271,LTEN 271. Genres in English (4)
LTEN 272,LTEN 272. Cultural Traditions in English (4)
LTEN 281,LTEN 281. Practicum in Literary Research and Criticism (4)
LTEN 297,LTEN 297. Directed Studies: Reading Course (1–12)
LTEN 298,LTEN 298. Special Projects: Writing Course (1–12)
LTEN 299,LTEN 299. Dissertation (1–12)
LTEU 87,LTEU 87. First-year Student Seminar (1)
LTEU 105,LTEU 105. Medieval Studies (4)
LTEU 109,LTEU 109. Studies in Eighteenth-Century European Literature (4)
LTEU 110,LTEU 110. European Romanticism (4)
LTEU 111,LTEU 111. European Realism (4)
LTEU 125,LTEU 125. Faust in European Literature (4)
LTEU 130,LTEU 130. German Literature in Translation (4)
LTEU 137,LTEU 137. Seminars in German Culture (4)
LTEU 139,LTEU 139. Marx/Nietzsche/Freud (4)
LTEU 140,LTEU 140. Italian Literature in Translation (4)
LTEU 141,LTEU 141. French Literature in English Translation (4)
LTEU 146,LTEU 146. Studies in Modern Italian Prose (4)
LTEU 150A-B-C,"LTEU 150A-B-C. Survey of Russian and Soviet Literature in Translation, 1800 to the Present (4-4-4)"
LTEU 154,LTEU 154. Russian Culture (4)
LTEU 158,LTEU 158. Single Author in Russian Literature in Translation (4)
LTFR 2A,LTFR 2A. Intermediate French I (5)
LTFR 2B,LTFR 2B. Intermediate French II (5)
LTFR 2C,LTFR 2C. Intermediate French III: Composition and Cultural Contexts (4)
LTFR 50,LTFR 50. Intermediate French IV: Textual Analysis (4)
LTFR 115,LTFR 115. Themes in Intellectual and Literary History (4)
LTFR 116,LTFR 116. Themes in Intellectual and Literary History (4)
LTFR 121,LTFR 121. The Middle Ages and the Renaissance (4)
LTFR 122,LTFR 122. Topics in Seventeenth-Century French Literature (4)
LTFR 123,LTFR 123. Eighteenth Century (4)
LTFR 124,LTFR 124. Nineteenth Century (4)
LTFR 125,LTFR 125. Twentieth Century (4)
LTFR 141,LTFR 141. Topics in Literatures in French (4)
LTFR 142,LTFR 142. Topics in Literary Genres in French (4)
LTFR 143,LTFR 143. Topics in Major Authors in French (4)
LTFR 164,LTFR 164. Topics in Modern French Culture (4)
LTFR 198,LTFR 198. Directed Group Study (4)
LTFR 199,LTFR 199. Special Studies (2 or 4)
LTFR 297,LTFR 297. Directed Studies: Reading Course (1–12)
LTFR 298,LTFR 298. Special Projects: Writing Course (1–12)
LTFR 299,LTFR 299. Dissertation (1–12)
LTGM 2A,LTGM 2A. Intermediate German I (5)
LTGM 2B,LTGM 2B. Intermediate German II (5)
LTGM 2C,LTGM 2C. Intermediate German III (4)
LTGM 100,LTGM 100. German Studies I: Aesthetic Cultures (4)
LTGM 101,LTGM 101. German Studies II: National Identities (4)
LTGM 130,LTGM 130. German Literary Prose (4)
LTGM 132,LTGM 132. German Poetry (4)
LTGM 134,LTGM 134. New German Cinema (4)
LTGM 190,LTGM 190. Seminars in German Culture (4)
LTGM 198,LTGM 198. Directed Group Study (4)
LTGM 199,LTGM 199. Special Studies (2 or 4)
LTGM 297,LTGM 297. Directed Studies: Reading Course (1–12)
LTGM 298,LTGM 298. Special Projects: Writing Course (1–12)
LTGK 1,LTGK 1. Beginning Greek (4)
LTGK 2,LTGK 2. Intermediate Greek (I) (4)
LTGK 3,LTGK 3. Intermediate Greek (II) (4)
LTGK 101,LTGK 101. Greek Composition (4)
LTGK 102,LTGK 102. Greek Poetry (4)
LTGK 103,LTGK 103. Greek Drama (4)
LTGK 104,LTGK 104. Greek Prose (4)
LTGK 105,LTGK 105. Topics in Greek Literature (4)
LTGK 198,LTGK 198. Directed Group Study (4)
LTGK 199,LTGK 199. Special Studies (2 or 4)
LTIT 2A,LTIT 2A. Intermediate Italian I (5)
LTIT 2B,LTIT 2B. Intermediate Italian II (5)
LTIT 50,LTIT 50. Advanced Italian (4)
LTIT 100,LTIT 100. Introduction to Literatures in Italian (4)
LTIT 115,LTIT 115. Medieval Studies (4)
LTIT 122,LTIT 122. Studies in Modern Italian Culture (4)
LTIT 137,LTIT 137. Studies in Modern Italian Prose (4)
LTIT 161,LTIT 161. Advanced Stylistics and Conversation (4)
LTIT 192,LTIT 192. Senior Seminar in Literatures in Italian (1)
LTIT 196,LTIT 196. Honors Thesis (4)
LTIT 198,LTIT 198. Directed Group Study (4)
LTIT 199,LTIT 199. Special Studies (2 or 4)
LTKO 1A,LTKO 1A. Beginning Korean: First Year I (5)
LTKO 1B,LTKO 1B. Beginning Korean: First Year II (5)
LTKO 1C,LTKO 1C. Beginning Korean: First Year III (5)
LTKO 2A-B-C,LTKO 2A-B-C. Intermediate Korean: Second Year I-II-III (5-5-5)
LTKO 3,LTKO 3. Advanced Korean: Third Year (5)
LTKO 100,LTKO 100. Readings in Korean Literature and Culture (4)
LTKO 149,LTKO 149. Readings in Korean Language History and Structure (4)
LTLA 1,LTLA 1. Beginning Latin (4)
LTLA 2,LTLA 2. Intermediate Latin (I) (4)
LTLA 3,LTLA 3. Intermediate Latin (II) (4)
LTLA 100,LTLA 100. Introduction to Latin Literature (4)
LTLA 102,LTLA 102. Latin Poetry (4)
"
LTLA 103","
LTLA 103. Latin Drama (4)"
"
LTLA 104","
LTLA 104. Latin Prose (4)"
"
LTLA 105","
LTLA 105. Topics in Latin Literature (4)"
LTLA 198,LTLA 198. Directed Group Study (4)
LTLA 199,LTLA 199. Special Studies (2 or 4)
LTRU 1A,LTRU 1A. First-Year Russian (5)
LTRU 1B,LTRU 1B. First-Year Russian (5)
LTRU 1C,LTRU 1C. First-Year Russian (5)
LTRU 2A,LTRU 2A. Second-Year Russian (5)
LTRU 2B,LTRU 2B. Second-Year Russian (5)
LTRU 104A,LTRU 104A. Advanced Practicum in Russian: Linguistic Skills Development (4)
"
				LTRU 104B","
				LTRU 104B. Advanced Practicum in Russian: Analysis of Text and Film (4)"
LTRU 104C,LTRU 104C. Advanced Practicum in Russian: Analysis of Text and Film (4)
LTRU 110A,"LTRU 110A. Survey of Russian and Soviet Literature in Translation, 1800–1860 (4)"
LTRU 110B,"LTRU 110B. Survey of Russian and Soviet Literature in Translation, 1860–1917 (4)"
LTRU 110C,"LTRU 110C. Survey of Russian and Soviet Literature in Translation, 1917–present (4)"
LTRU 123,LTRU 123. Single Author in Russian Literature in Translation (4)
LTRU 150,LTRU 150. Russian Culture (4)
LTRU 198,LTRU 198. Directed Group Study (4)
LTRU 199,LTRU 199. Special Studies (2 or 4)
LTSP 2A,LTSP 2A. Intermediate Spanish I: Foundations (5)
LTSP 2B,LTSP 2B. Intermediate Spanish II: Readings and Composition (5)
LTSP 2C,LTSP 2C. Intermediate Spanish III: Cultural Topics and Composition (4)
LTSP 2D,LTSP 2D. Intermediate/Advanced Spanish: Spanish for Bilingual Speakers (4)
LTSP 2E,LTSP 2E. Advanced Readings and Composition for Bilingual Speakers (4)
LTSP 50A,LTSP 50A. Readings in Peninsular Literature (4)
LTSP 50B,LTSP 50B. Readings in Latin American Literature (4)
LTSP 50C,LTSP 50C. Readings in Latin American Topics (4)
LTSP 87,LTSP 87. First-year Student Seminar (1)
LTSP 100,LTSP 100. Major Works of the Middle Ages (4)
LTSP 116,LTSP 116. Representations of Spanish Colonialism (4)
LTSP 119C,LTSP 119C. Cervantes: Don Quixote (4)
LTSP 122,LTSP 122. The Romantic Movement in Spain (4)
LTSP 123,LTSP 123. Topics in Modern Spanish Culture (4)
LTSP 129,LTSP 129. Spanish Writing after 1939 (4)
LTSP 130A,LTSP 130A. Development of Spanish Literature (4)
LTSP 130B,LTSP 130B. Development of Latin American Literature (4)
LTSP 133,LTSP 133. Contemporary Latin American Literature (4)
LTSP 134,LTSP 134. Literature of the Southern Cone (4)
LTSP 135A,LTSP 135A. Mexican Literature before 1910 (4)
LTSP 135B,LTSP 135B. Modern Mexican Literature (4)
LTSP 136,LTSP 136. Andean Literatures (4)
LTSP 137,LTSP 137. Caribbean Literature (4)
LTSP 138,LTSP 138. Central American Literature (4)
LTSP 140,LTSP 140. Latin American Novel (4)
LTSP 141,LTSP 141. Latin American Poetry (4)
LTSP 142,LTSP 142. Latin American Short Story (4)
LTSP 150A,LTSP 150A. Early Latino/a-Chicano/a Cultural Production: 1848 to 1960 (4)
LTSP 150B,LTSP 150B. Contemporary Chicano/a-Latino/a Cultural Production: 1960 to Present (4)
LTSP 151,LTSP 151. Topics in Chicano/a-Latino/a Cultures (4)
LTSP 154,LTSP 154. Latino/a and Chicano/a Literature (4)
LTSP 159,LTSP 159. Methodological Approaches to the Study of History and Culture in Latin America and the Caribbean (4)
LTSP 160,LTSP 160. Spanish Phonetics (4)
LTSP 162,LTSP 162. Spanish Language in the United States (4)
LTSP 166,LTSP 166. Creative Writing (4)
LTSP 170,LTSP 170. Contemporary Theories of Cultural Production (4)
LTSP 171,LTSP 171. Studies in Peninsular and/or Latin American Literature and Society (4)
LTSP 172,LTSP 172. Indigenista Themes in Latin American Literature (4)
LTSP 174,LTSP 174. Topics in Culture and Politics (4)
LTSP 175,"LTSP 175. Gender, Sexuality, and Culture (4)"
LTSP 176,LTSP 176. Literature and Nation (4)
LTSP 177,LTSP 177. Literary and Historical Migrations (4)
LTSP 196,LTSP 196. Honors Thesis (4)
LTSP 198,LTSP 198. Directed Group Study (4)
LTSP 199,LTSP 199. Special Studies (2 or 4)
LTSP 258,LTSP 258. Spanish American Prose (4)
LTSP 272,LTSP 272. Literature and Society Studies (4)
LTSP 297,LTSP 297. Directed Studies: Reading Course (1–12)
LTSP 298,LTSP 298. Special Projects: Writing Course (1–12)
LTSP 299,LTSP 299. Dissertation (1–12)
LTTH 110,LTTH 110. History of Criticism (4)
LTTH 115,LTTH 115. Introduction to Critical Theory (4)
LTTH 150,LTTH 150. Topics in Critical Theory (4)
