id,label
MATH 175,MATH 175. Numerical Methods for Partial Differential Equations (4)
MATH 179,MATH 179. Projects in Computational and Applied Mathematics (4)
MATH 180A,MATH 180A. Introduction to Probability (4)
MATH 180B,MATH 180B. Introduction to Stochastic Processes I (4)
MATH 180C,MATH 180C. Introduction to Stochastic Processes II (4)
MATH 181A,MATH 181A. Introduction to Mathematical Statistics I (4)
MATH 181B,MATH 181B. Introduction to Mathematical Statistics II (4)
MATH 181C,MATH 181C. Mathematical Statistics—Nonparametric Statistics (4)
MATH 181D,MATH 181D. Statistical Learning (4)
MATH 181E,MATH 181E. Mathematical Statistics—Time Series (4)
MATH 181F,MATH 181F. Sampling Surveys and Experimental Design (4)
MATH 182,MATH 182. Hidden Data in Random Matrices (4)
MATH 183,MATH 183. Statistical Methods (4)
MATH 184,MATH 184. Enumerative Combinatorics (4)
MATH 185,MATH 185. Introduction to Computational Statistics (4)
MATH 186,MATH 186. Probability and Statistics for Bioinformatics (4)
MATH 187A,MATH 187A. Introduction to Cryptography (4)
MATH 187B,MATH 187B. Mathematics of Modern Cryptography (4)
MATH 188,MATH 188. Algebraic Combinatorics (4)
MATH 189,MATH 189. Exploratory Data Analysis and Inference (4)
MATH 190A,MATH 190A. Foundations of Topology I (4)
MATH 190B,MATH 190B. Foundations of Topology II (4)
MATH 191,MATH 191. Topics in Topology (4)
MATH 193A,MATH 193A. Actuarial Mathematics I (4)
MATH 193B,MATH 193B. Actuarial Mathematics II (4)
MATH 194,MATH 194. The Mathematics of Finance (4)
MATH 195,MATH 195. Introduction to Teaching in Mathematics (4)
MATH 196,MATH 196. Student Colloquium (1)
MATH 197,MATH 197. Mathematics Internship (2 or 4)
MATH 199,MATH 199. Independent Study for Undergraduates (2 or 4)
MATH 199H,MATH 199H. Honors Thesis Research for Undergraduates (2–4)
MATH 200A-B-C,MATH 200A-B-C. Algebra (4-4-4)
MATH 201A,MATH 201A. Basic Topics in Algebra I (4)
MATH 202A,MATH 202A. Applied Algebra I (4)
MATH 202B,MATH 202B. Applied Algebra II (4)
MATH 202C,MATH 202C. Applied Algebra III (4)
MATH 203A,MATH 203A. Algebraic Geometry I (4)
MATH 203B,MATH 203B. Algebraic Geometry II (4)
MATH 203C,MATH 203C. Algebraic Geometry III (4)
MATH 204A,MATH 204A. Number Theory I (4)
MATH 204B,MATH 204B. Number Theory II (4)
MATH 204C,MATH 204C. Number Theory III (4)
MATH 205,MATH 205. Topics in Number Theory (4)
MATH 206A,MATH 206A. Topics in Algebraic Geometry (4)
MATH 206B,MATH 206B. Further Topics in Algebraic Geometry (4)
MATH 207A,MATH 207A. Topics in Algebra (4)
MATH 208,MATH 208. Seminar in Algebraic Geometry (1)
MATH 209,MATH 209. Seminar in Number Theory (1)
MATH 210A,MATH 210A. Mathematical Methods in Physics and Engineering (4)
MATH 210B,MATH 210B. Mathematical Methods in Physics and Engineering (4)
MATH 210C,MATH 210C. Mathematical Methods in Physics and Engineering (4)
MATH 211,MATH 211. Seminar in Algebra (1)
MATH 212A,MATH 212A. Introduction to Mathematical Biology I (4)
MATH 212B,MATH 212B. Introduction to Mathematical Biology II (4)
MATH 214,MATH 214. Introduction to Computational Stochastics (4)
MATH 217,MATH 217. Topics in Applied Mathematics (4)
MATH 218,MATH 218. Seminar in Mathematics of Biological Systems (1)
MATH 220A-B-C,MATH 220A-B-C. Complex Analysis (4-4-4)
MATH 221A,MATH 221A. Topics in Several Complex Variables (4)
MATH 221B,MATH 221B. Further Topics in Several Complex Variables (4)
MATH 231A-B-C,MATH 231A-B-C. Partial Differential Equations (4-4-4)
MATH 237A,MATH 237A. Topics in Differential Equations (4)
MATH 237B,MATH 237B. Further Topics in Differential Equations (4)
MATH 240A-B-C,MATH 240A-B-C. Real Analysis (4-4-4)
MATH 241A-B,MATH 241A-B. Functional Analysis (4-4)
MATH 242,MATH 242. Topics in Fourier Analysis (4)
MATH 243,MATH 243. Seminar in Functional Analysis (1)
MATH 245A,MATH 245A. Convex Analysis and Optimization I (4)
MATH 245B,MATH 245B. Convex Analysis and Optimization II (4)
MATH 245C,MATH 245C. Convex Analysis and Optimization III (4)
MATH 247A,MATH 247A. Topics in Real Analysis (4)
MATH 247B,MATH 247B. Further Topics in Real Analysis (4)
MATH 248,MATH 248. Seminar in Real Analysis (1)
MATH 250A-B-C,MATH 250A-B-C. Differential Geometry (4-4-4)
MATH 251A-B-C,MATH 251A-B-C. Lie Groups (4-4-4)
MATH 256,MATH 256. Seminar in Lie Groups and Lie Algebras (1)
MATH 257A,MATH 257A. Topics in Differential Geometry (4)
MATH 257B,MATH 257B. Further Topics in Differential Geometry (4)
MATH 258,MATH 258. Seminar in Differential Geometry (1)
MATH 259A-B-C,MATH 259A-B-C. Geometrical Physics (4-4-4)
MATH 260A,MATH 260A. Mathematical Logic I (4)
MATH 260B,MATH 260B. Mathematical Logic II (4)
MATH 261A,MATH 261A. Probabilistic Combinatorics and Algorithms (4)
MATH 261B,MATH 261B. Probabilistic Combinatorics and Algorithms II (4)
MATH 261C,MATH 261C. Probabilistic Combinatorics and Algorithms III (4)
MATH 262A,MATH 262A. Topics in Combinatorial Mathematics (4)
MATH 262B,MATH 262B. Further Topics in Combinatorial Mathematics (4)
MATH 264A-B-C,MATH 264A-B-C. Combinatorics (4-4-4)
MATH 267A,MATH 267A. Topics in Mathematical Logic (4)
MATH 267B,MATH 267B. Further Topics in Mathematical Logic (4)
MATH 268,MATH 268. Seminar in Logic (1)
MATH 269,MATH 269. Seminar in Combinatorics (1)
MATH 270A,MATH 270A. Numerical Linear Algebra (4)
MATH 270B,MATH 270B. Numerical Approximation and Nonlinear Equations (4)
MATH 270C,MATH 270C. Numerical Ordinary Differential Equations (4)
MATH 271A-B-C,MATH 271A-B-C. Numerical Optimization (4-4-4)
MATH 272A,MATH 272A. Numerical Partial Differential Equations I (4)
MATH 272B,MATH 272B. Numerical Partial Differential Equations II (4)
MATH 272C,MATH 272C. Numerical Partial Differential Equations III (4)
MATH 273A,MATH 273A. Advanced Techniques in Computational Mathematics I (4)
MATH 273B,MATH 273B. Advanced Techniques in Computational Mathematics II (4)
MATH 273C,MATH 273C. Advanced Techniques in Computational Mathematics III (4)
MATH 274,MATH 274. Numerical Methods for Physical Modeling (4)
MATH 275,MATH 275. Numerical Methods for Partial Differential Equations (4)
MATH 276,MATH 276. Numerical Analysis in Multiscale Biology (4)
MATH 277A,MATH 277A. Topics in Computational and Applied Mathematics (4)
MATH 278A,MATH 278A. Seminar in Computational and Applied Mathematics (1)
MATH 278B,MATH 278B. Seminar in Mathematical Physics/PDE (1)
MATH 278C,MATH 278C. Seminar in Optimization (1)
MATH 279,MATH 279. Projects in Computational and Applied Mathematics (4)
MATH 280A,MATH 280A. Probability Theory I (4)
MATH 280B,MATH 280B. Probability Theory II (4)
MATH 280C,MATH 280C. Probability Theory III (4)
MATH 281A,MATH 281A. Mathematical Statistics (4)
MATH 281B,MATH 281B. Mathematical Statistics (4)
MATH 281C,MATH 281C. Mathematical Statistics (4)
MATH 282A,MATH 282A. Applied Statistics I (4)
MATH 282B,MATH 282B. Applied Statistics II (4)
MATH 283,MATH 283. Statistical Methods in Bioinformatics (4)
MATH 284,MATH 284. Survival Analysis (4)
MATH 285,MATH 285. Stochastic Processes (4)
MATH 286,MATH 286. Stochastic Differential Equations (4)
MATH 287A,MATH 287A. Time Series Analysis (4)
MATH 287B,MATH 287B. Multivariate Analysis (4)
MATH 287C,MATH 287C. Advanced Time Series Analysis (4)
MATH 287D,MATH 287D. Statistical Learning (4)
MATH 288,MATH 288. Seminar in Probability and Statistics (1)
MATH 289A,MATH 289A. Topics in Probability and Statistics (4)
MATH 289B,MATH 289B. Further Topics in Probability and Statistics (4)
MATH 289C,MATH 289C. Exploratory Data Analysis and Inference (4)
MATH 290A-B-C,MATH 290A-B-C. Topology (4-4-4)
MATH 291A,MATH 291A. Topics in Topology (4)
MATH 291B,MATH 291B. Further Topics in Topology (4)
MATH 292,MATH 292. Seminar in Topology (1)
MATH 294,MATH 294. The Mathematics of Finance (4)
MATH 295,MATH 295. Special Topics in Mathematics (1 to 4)
MATH 296,MATH 296. Graduate Student Colloquium (1)
MATH 297,MATH 297. Mathematics Graduate Research Internship (2–4)
MATH 299,MATH 299. Reading and Research (1 to 12)
MATH 500,MATH 500. Teaching Assistant Training (2 or 4)
MSED 290,MSED 290. Issues in Science Education Research (4)
MSED 294,MSED 294. Teaching Practicum (4)
MSED 295,MSED 295. MSED Orientation Practicum (1–3)
MSED 296A,MSED 296A. Theories and Applications of Mathematics and Science Education (4)
MSED 296B,MSED 296B. Theories and Applications of Mathematics and Science Education (4)
MSED 296C,MSED 296C. Theories and Applications of Mathematics and Science Education (4)
MSED 297,MSED 297. Special Topics in Math and Science Education (1–4)
MSED 298,MSED 298. Research Project (2–12)
MSED 299,MSED 299. Reading and Research (1–12)
MUIR 1,MUIR 1. First Year Experience (2)
MUIR 2,MUIR 2. Transfer Year Experience (2)
MUIR 199,MUIR 199. Muir Special Project (4–16)
MCWP 40,MCWP 40. Critical Writing (4)
MCWP 50,MCWP 50. Critical Writing (4)
MCWP 125,MCWP 125. Argument and Analysis (4)
MUS 1A,MUS 1A. Fundamentals of Music A (4)
MUS 1B,MUS 1B. Fundamentals of Music B (4)
MUS 1C,MUS 1C. Fundamentals of Music C (4)
MUS 2A-B-C,MUS 2A-B-C. Basic Musicianship (4-4-4)
MUS 2AK-BK-CK,MUS 2AK-BK-CK. Basic Keyboard (2-2-2)
MUS 2JK,MUS 2JK. Jazz Keyboard (2)
MUS 4,MUS 4. Introduction to Western Music (4)
MUS 5,MUS 5. Sound in Time (4)
MUS 6,MUS 6. Electronic Music (4)
MUS 7,"MUS 7. Music, Science, and Computers (4)"
MUS 8,MUS 8. American Music: Jazz Cultures (4)
MUS 9,MUS 9. Symphony (4)
MUS 11,MUS 11. Folk Music (4)
MUS 12,MUS 12. Opera (4)
MUS 13,MUS 13. Worlds of Music (4)
MUS 14,MUS 14. Contemporary Music (4)
MUS 15,MUS 15. Popular Music (4)
MUS 16,MUS 16. The Beatles (4)
MUS 17,MUS 17. Hip-Hop (4)
MUS 18,MUS 18. Klezmer Music (4)
MUS 19,MUS 19. Blacktronika: Afrofuturism in Electronic Music (4)
MUS 20,MUS 20. Exploring the Musical Mind (4)
MUS 32,MUS 32. Instrumental/Vocal Instruction (2)
MUS 32G,MUS 32G. Group Instrumental Instruction (2)
MUS 32V,MUS 32V. Vocal Instruction (1)
MUS 32VM,MUS 32VM. Vocal Master Class (1)
MUS 33A,MUS 33A. Introduction to Composition I (4)
MUS 33B,MUS 33B. Introduction to Composition II (4)
MUS 33C,MUS 33C. Introduction to Composition III (4)
MUS 43,MUS 43. Department Seminar (1)
MUS 80,MUS 80. Special Topics in Music (1–4 )
MUS 87,MUS 87. First-year Student Seminar (1)
MUS 95,MUS 95. Ensemble Performance (2)
MUS 101A,MUS 101A. Music Theory and Practice I (4)
MUS 101B,MUS 101B. Music Theory and Practice II (4)
MUS 101C,MUS 101C. Music Theory and Practice III (4)
MUS 102,MUS 102. Topics in Music Theory (4)
MUS 103A,MUS 103A. Seminar in Composition I (4)
MUS 103B,MUS 103B. Seminar in Composition II (4)
MUS 103C,MUS 103C. Seminar in Composition III (4)
MUS 103D-E-F,MUS 103D-E-F. Honors Seminar in Composition (4-4-4)
MUS 105,MUS 105. Jazz Composition (4)
MUS 106,MUS 106. Topics in Musical Analysis (4)
MUS 107,MUS 107. Critical Studies Seminar (4)
MUS 110,MUS 110. Introduction to Ethnomusicology Seminar (4)
MUS 111,MUS 111. Topics/World Music Traditions (4)
MUS 112,MUS 112. Topics in European Music Before 1750 (4)
MUS 113,"MUS 113. Topics in Classic, Romantic, and Modern Music (4)"
MUS 114,MUS 114. Music of the Twentieth Century (4)
MUS 115,MUS 115. Women in Music (4)
MUS 116,MUS 116. Popular Music Studies Seminar (4)
MUS 120A,MUS 120A. History of Music in Western Culture I (4)
MUS 120B,MUS 120B. History of Music in Western Culture II (4)
MUS 120C,MUS 120C. History of Music in Western Culture III (4)
MUS 126,MUS 126. Blues: An Oral Tradition (4)
MUS 127,MUS 127. Discover Jazz (4)
MUS 128,MUS 128. Principles and Practice of Conducting (4)
MUS 130,MUS 130. Chamber Music Performance (2–4/0)
MUS 131,MUS 131. Advanced Improvisation Performance (4/0)
MUS 132,MUS 132. Proseminar in Music Performance (4)
MUS 132C,MUS 132C. Vocal Coaching (4)
MUS 132R,MUS 132R. Recital Preparation (4)
MUS 132V,MUS 132V. Proseminar in Vocal Instruction (4)
MUS 133,MUS 133. Projects in New Music Performance (4)
MUS 134,MUS 134. Symphonic Orchestra (4)
MUS 137A,MUS 137A. Jazz Theory and Improvisation (4)
MUS 137B,MUS 137B. Jazz Theory and Improvisation (4)
MUS 137C,MUS 137C. Jazz Theory and Improvisation (4)
MUS 137D,MUS 137D. Seminar in Jazz Studies I (4)
MUS 137E,MUS 137E. Seminar in Jazz Studies II (4)
MUS 137F,MUS 137F. Seminar in Jazz Studies III (4)
MUS 143,MUS 143. Department Seminar (1)
MUS 150,MUS 150. Jazz and the Music of the African Diaspora: Special Topics Seminar (4)
MUS 151,"MUS 151. Race, Culture, and Social Change (4)"
MUS 152,MUS 152. Hip Hop: The Politics of Culture (4)
MUS 153,MUS 153. African Americans and the Mass Media (4)
MUS 160A,MUS 160A. Senior Project in Computing Arts I (4)
MUS 160B,MUS 160B. Senior Project in Computing Arts II (4)
MUS 170,MUS 170. Musical Acoustics (4)
MUS 171,MUS 171. Computer Music I (4)
MUS 172,MUS 172. Computer Music II (4)
MUS 173,MUS 173. Electronic Music Production and Composition (4)
MUS 174A,MUS 174A. Audio/MlDI Studio Techniques I (4)
MUS 174B,MUS 174B. Audio/MlDI Studio Techniques II (4)
MUS 174C,MUS 174C. Audio/MlDI Studio Techniques III (4)
MUS 175,MUS 175. Musical Psychoacoustics (4)
MUS 176,MUS 176. Music Technology Seminar (4)
MUS 177,MUS 177. Music Programming (4)
MUS 192,MUS 192. Senior Seminar in Music (1)
MUS 195,MUS 195. Instructional Assistance (2)
MUS 198,MUS 198. Directed Group Study (1–4)
MUS 199,MUS 199. Independent Study (1–4)
MUS 200,MUS 200. Contemporary Chamber Opera Performance (4)
MUS 201A-B-C-D-E-F,"MUS 201A-B-C-D-E-F. Projects in New Music Performance (1–4, 1–4, 1–4, 1–4, 1–4, 1–4)"
MUS 202,MUS 202. Advanced Projects in Performance (1–4)
MUS 203A,MUS 203A. Advanced Projects in Composition (6)
MUS 203B,MUS 203B. Advanced Projects in Composition (6)
MUS 203C,MUS 203C. Advanced Projects in Composition (6)
MUS 203D,MUS 203D. Advanced Projects in Composition (1–4)
MUS 204,MUS 204. Focus on Composition (2)
MUS 205,MUS 205. Focus on Integrative Studies (2)
MUS 206,MUS 206. Experimental Studies Seminar (4)
MUS 207,MUS 207. Theoretical Studies Seminar (4)
MUS 209,MUS 209. Advanced Music Theory and Practice (4)
MUS 210,MUS 210. Musical Analysis (4)
MUS 211,MUS 211. Introduction to Ethnomusicology (2)
MUS 212,MUS 212. Introduction to System Inquiry (2)
MUS 213,MUS 213. Introduction to Critical Studies (2)
MUS 214,MUS 214. Introduction to Creative Practices (2)
MUS 228,MUS 228. Conducting (4)
MUS 229,MUS 229. Seminar in Orchestration (4)
MUS 230,MUS 230. Chamber Music Performance (4)
MUS 232,MUS 232. Proseminar in Music Performance (1–4)
MUS 234,MUS 234. Symphonic Orchestra (4)
MUS 245,MUS 245. Focus on Performance (2)
MUS 251,MUS 251. Integrative Studies Seminar in Ethnomusicology (4)
MUS 252,MUS 252. Integrative Studies Seminar in Systems Inquiry (4)
MUS 253,MUS 253. Integrative Studies Seminar in Critical Studies (4)
MUS 254,MUS 254. Integrative Studies Seminar in Creative Practice (4)
MUS 267,MUS 267. Advanced Music Technology Seminar (4)
MUS 270A,MUS 270A. Digital Audio Processing (4)
MUS 270B,MUS 270B. Musical Cognitive Science (4)
MUS 270C,MUS 270C. Compositional Algorithms (4)
MUS 270D,MUS 270D. Advanced Projects in Computer Music (4)
MUS 271A,MUS 271A. Survey of Electronic Music Techniques I (4)
MUS 271B,MUS 271B. Survey of Electronic Music Techniques II (4)
MUS 271C,MUS 271C. Survey of Electronic Music Techniques III (4)
MUS 272,MUS 272. Seminar in Live Computer Music (4)
MUS 296,MUS 296. Directed Group Research in Performance (4)
MUS 298,MUS 298. Directed Research (1–4)
MUS 299,MUS 299. Advanced Research Projects and Independent Study (1–12)
MUS 500,MUS 500. Apprentice Teaching (1–4)
MUS 501,MUS 501. Apprentice Teaching—Nondepartmental (4)
NEU 199,NEU 199. Independent Research (2 or 4)
NEU 200A-B-C,NEU 200A-B-C. Basic Neuroscience (4-4-4)
NEU 210,NEU 210. Neurobiology Boot Camp (4)
NEU 241,NEU 241. Ethics and Survival Skills in Academia (3)
NEU 243,NEU 243. Physiological Basis of Human Information (2)
NEU 266,NEU 266. Development of Neural Circuits (4)
NEU 268,NEU 268. Molecular and Cellular Neurobiology (4)
NEU 270A,NEU 270A. Neurobiology of Disease: Mechanisms of Neurodegeneration (4)
NEU 270B,NEU 270B. Neurobiology of Disease: Neurodevelopmental Disorders (4)
NEU 276,NEU 276. Neuroscience Research Rounds (1)
NEU 277,NEU 277. Neuropsychopharmacology (4)
NEU 285,NEU 285. Clinical Trails: Issues and Dilemmas in Clinical Trials (2)
NEU 298,NEU 298. Neurosciences Independent Study Project (ISP) (1–12)
NEU 401,NEU 401. Neurology General Clinical Selective Clerkship (7)
NEU 426,NEU 426. Subintern Pediatric Neurology (7)
NEU 427,NEU 427. Neurology Outpatient (7)
NEU 496,NEU 496. Clinical Independent Study (1–21)
NEUG 221,NEUG 221. Advanced Topics in Neurosciences (2)
NEUG 231,NEUG 231. Tools for Experimental Data Analysis (4)
NEUG 240,NEUG 240. Mathematical Foundations for Computational Neuroscience (3)
NEUG 257,NEUG 257. Neuroanatomy (4)
NEUG 265,NEUG 265. Mechanisms of Pain (2)
NEUG 280,NEUG 280. Minor Proposition (4)
NEUG 296,NEUG 296. Neurosciences Research Rotation (1–12)
NEUG 299,NEUG 299. Neurosciences Research (1–12)
NEUG 500,NEUG 500. Apprenticeship Teaching (1–4)
PHIL 1,PHIL 1. Introduction to Philosophy (4)
PHIL 10,PHIL 10. Introduction to Logic (4)
PHIL 12,PHIL 12. Scientific Reasoning (4)
PHIL 13,PHIL 13. Introduction to Philosophy: Ethics (4)
PHIL 14,PHIL 14. Introduction to Philosophy: The Nature of Reality (4)
PHIL 15,PHIL 15. Introduction to Philosophy: Knowledge and Its Limits (4)
PHIL 16,PHIL 16. Science Fiction and Philosophy (4)
PHIL 24,PHIL 24. Science and Pseudoscience (4)
PHIL 25,"PHIL 25. Science, Philosophy, and the Big Questions (4)"
PHIL 26,"PHIL 26. Science, Society, and Values (4)"
PHIL 27,PHIL 27. Ethics and Society (4)
PHIL 28,PHIL 28. Ethics and Society II (4)
PHIL 31,PHIL 31. Introduction to Ancient Philosophy (4)
PHIL 32,PHIL 32. Philosophy and the Rise of Modern Science (4)
PHIL 33,PHIL 33. Philosophy between Reason and Despair (4)
PHIL 35,PHIL 35. Philosophy in the Americas (4)
PHIL 50,PHIL 50. Law and Society (4)
PHIL 87,PHIL 87. First-year Student Seminar (1)
PHIL 90,PHIL 90. Basic Problem in Philosophy (4)
PHIL 100,PHIL 100. Plato (4)
PHIL 101,PHIL 101. Aristotle (4)
PHIL 102,PHIL 102. Hellenistic Philosophy (4)
PHIL 105,PHIL 105. Topics in Early Modern Philosophy (4)
PHIL 106,PHIL 106. Kant (4)
PHIL 107,PHIL 107. Hegel (4)
PHIL 108,PHIL 108. Nineteenth-Century Philosophy (4)
PHIL 109,PHIL 109. History of Analytic Philosophy (4)
PHIL 110,PHIL 110. History of Philosophy: Ancient (4)
PHIL 111,PHIL 111. History of Philosophy: Early Modern (4)
PHIL 112,PHIL 112. History of Philosophy: Late Modern (4)
PHIL 115,PHIL 115. Philosophical Methods Seminar (4)
PHIL 120,PHIL 120. Symbolic Logic I (4)
PHIL 122,PHIL 122. Advanced Topics in Logic (4)
PHIL 123,PHIL 123. Philosophy of Logic (4)
PHIL 124,PHIL 124. Philosophy of Mathematics (4)
PHIL 125,PHIL 125. Probability and Decision Theory (4)
PHIL 130,PHIL 130. Metaphysics (4)
PHIL 131,PHIL 131. Topics in Metaphysics (4)
PHIL 132,PHIL 132. Epistemology (4)
PHIL 134,PHIL 134. Philosophy of Language (4)
PHIL 136,PHIL 136. Philosophy of Mind (4)
PHIL 137,PHIL 137. Moral Psychology (4)
PHIL 138,PHIL 138. Responsibility (4)
PHIL 139,PHIL 139. Global Justice (4)
PHIL 140,PHIL 140. Free Will (4)
PHIL 141,PHIL 141. The Meaning of Life (4)
PHIL 142,PHIL 142. Philosophy of Emotion (4)
PHIL 145,PHIL 145. Philosophy of Science (4)
PHIL 146,PHIL 146. Philosophy of Physics (4)
PHIL 147,PHIL 147. Philosophy of Biology (4)
PHIL 148,PHIL 148. Philosophy and the Environment (4)
PHIL 149,PHIL 149. Philosophy of Psychology (4)
PHIL 150,PHIL 150. Philosophy of the Cognitive Sciences (4)
PHIL 151,PHIL 151. Philosophy of Neuroscience (4)
PHIL 152,PHIL 152. Philosophy of Social Science (4)
PHIL 155,PHIL 155. Mexican Philosophy (4)
PHIL 156,PHIL 156. Latinx Philosophy (4)
PHIL 158,PHIL 158. Topics in Chinese Philosophy (4)
PHIL 159,PHIL 159. Metaethics (4)
PHIL 160,PHIL 160. Ethical Theory (4)
PHIL 161,PHIL 161. Topics in the History of Ethics (4)
PHIL 162,PHIL 162. Contemporary Moral Issues (4)
PHIL 163,PHIL 163. Biomedical Ethics (4)
PHIL 164,PHIL 164. Technology and Human Values (4)
PHIL 165,"PHIL 165. Freedom, Equality, and the Law (4)"
PHIL 166,PHIL 166. Classics in Political Philosophy (4)
PHIL 167,PHIL 167. Contemporary Political Philosophy (4)
PHIL 168,PHIL 168. Philosophy of Law (4)
PHIL 169,PHIL 169. Feminism and Philosophy (4)
PHIL 170,PHIL 170. Philosophy and Race (4)
PHIL 171,PHIL 171. Topics in Philosophy of Law (4)
PHIL 172,PHIL 172. Topics in Political Philosophy (4)
PHIL 173,PHIL 173. Topics in Bioethics (4)
PHIL 174,PHIL 174. Data Ethics (4)
PHIL 175,PHIL 175. Aesthetics (4)
PHIL 177,PHIL 177. Philosophy and Literature (4)
PHIL 178,PHIL 178. Topics in German Philosophy Translation—Intermediate (2)
PHIL 179,PHIL 179. Topics in German Philosophy Translation—Advanced (2)
PHIL 180,PHIL 180. Phenomenology (4)
PHIL 181,PHIL 181. Existentialism (4)
PHIL 183,PHIL 183. Topics in Continental Philosophy (4)
PHIL 185,PHIL 185. Philosophy of Religion (4)
PHIL 191A,PHIL 191A. Philosophy Honors (4)
PHIL 191B,PHIL 191B. The Honors Essay (4)
PHIL 195,PHIL 195. Introduction to Teaching Philosophy (4)
PHIL 199,PHIL 199. Directed Individual Study (4)
PHIL 200,PHIL 200. Proseminar (4)
PHIL 201A,PHIL 201A. Core Course in History (4)
PHIL 202,PHIL 202. Core Course in Ethics (4)
PHIL 204A,PHIL 204A. Core Course in Philosophy of Science (4)
PHIL 205A,PHIL 205A. Core Course in Metaphysics (4)
PHIL 206A,PHIL 206A. Core Course in Epistemology (4)
PHIL 207,PHIL 207. Core Course in Philosophy of Mind (4)
PHIL 208,PHIL 208. Core Course in Philosophy of Language (4)
PHIL 209A,PHIL 209A. Introduction to Science Studies: Part I (4)
PHIL 209B,PHIL 209B. Seminar in Science Studies (4)
PHIL 209C,PHIL 209C. Colloquium in Science Studies (4)
PHIL 209D,PHIL 209D. Introduction to Science Studies Part II (4)
PHIL 210,PHIL 210. Greek Philosophy (4)
PHIL 214,PHIL 214. Early Modern Philosophy (4)
PHIL 215,PHIL 215. Eighteenth-Century Philosophy (4)
PHIL 218,PHIL 218. Contemporary Analytical Philosophy (4)
PHIL 230,PHIL 230. Metaphysics (4)
PHIL 232,PHIL 232. Epistemology (4)
PHIL 234,PHIL 234. Philosophy of Language (4)
PHIL 236,PHIL 236. Philosophy of Mind (4)
PHIL 245,PHIL 245. Philosophy of Science (4)
PHIL 250A,PHIL 250A. Philosophy of the Cognitive Sciences (4)
PHIL 260,PHIL 260. Ethics (4)
PHIL 267,PHIL 267. Political Philosophy (4)
PHIL 271,PHIL 271. Agency and Responsibility Reading Group (1–2)
PHIL 275,PHIL 275. German Philosophy Reading Group (1–2)
PHIL 276,PHIL 276. German Translation Workshop (1–2)
PHIL 277,PHIL 277. Phenomenology Reading Group (1–2)
PHIL 278,PHIL 278. Topics and Methods in Contemporary Philosophy (1–2)
PHIL 280,PHIL 280. Philosophy of Science Topics and Methods (1–2)
PHIL 281,PHIL 281. History of Philosophy Research and Methods (1–2)
PHIL 282,PHIL 282. Topics and Methods in Ethics (1–2)
PHIL 284,PHIL 284. Philosophy of Biology Research Group (1–2)
PHIL 285,PHIL 285. Seminar on Special Topics (4)
PHIL 286,PHIL 286. Philosophy of Physics Reading Group (1–2)
PHIL 287,PHIL 287. Greek Reading Group (1–2)
PHIL 288,PHIL 288. Latin Reading Group (1–2)
PHIL 290,PHIL 290. Directed Independent Study (4)
PHIL 292,PHIL 292. Writing Workshop (1–3)
PHIL 295,PHIL 295. Research Topics (1–12)
PHIL 299,PHIL 299. Thesis Research (1–12)
PHIL 500,PHIL 500. Apprentice Teaching (1–4)
PHYS 1A,PHYS 1A. Mechanics (3)
PHYS 1AL,PHYS 1AL. Mechanics Laboratory (2)
PHYS 1B,PHYS 1B. Electricity and Magnetism (3)
PHYS 1BL,PHYS 1BL. Electricity and Magnetism Laboratory (2)
PHYS 1C,"PHYS 1C. Waves, Optics, and Modern Physics (3)"
PHYS 1CL,"PHYS 1CL. Waves, Optics, and Modern Physics Laboratory (2)"
PHYS 2A,PHYS 2A. Physics—Mechanics (4)
PHYS 2B,PHYS 2B. Physics—Electricity and Magnetism (4)
PHYS 2BL,PHYS 2BL. Physics Laboratory—Mechanics (2)
PHYS 2C,"PHYS 2C. Physics—Fluids, Waves, Thermodynamics, and Optics (4)"
PHYS 2CL,PHYS 2CL. Physics Laboratory—Electricity and Magnetism (2)
PHYS 2D,PHYS 2D. Physics—Relativity and Quantum Physics (4)
PHYS 2DL,PHYS 2DL. Physics Laboratory—Modern Physics (2)
PHYS 4A,PHYS 4A. Physics for Physics Majors—Mechanics (4)
PHYS 4B,"PHYS 4B. Physics for Physics Majors—Fluids, Waves, Statistical and Thermal Physics (4)"
PHYS 4C,PHYS 4C. Physics for Physics Majors—Electricity and Magnetism (4)
PHYS 4D,"PHYS 4D. Physics for Physics Majors—Electromagnetic Waves, Special Relativity and Optics (4)"
PHYS 4E,PHYS 4E. Physics for Physics Majors—Quantum Physics (4)
PHYS 5,PHYS 5. Stars and Black Holes (4)
PHYS 7,PHYS 7. Galaxies and Cosmology (4)
PHYS 8,PHYS 8. Physics of Everyday Life (4)
PHYS 9,PHYS 9. The Solar System (4)
PHYS 10,PHYS 10. Concepts in Physics (4)
PHYS 11,PHYS 11. Survey of Physics (4)
PHYS 12,PHYS 12. Energy and the Environment (4)
PHYS 13,PHYS 13. Life in the Universe (4)
PHYS 30,PHYS 30. Poetry for Physicists (4)
PHYS 87,PHYS 87. First-year Student Seminar in Physics and Astrophysics (1)
PHYS 98,PHYS 98. Directed Group Study (2)
PHYS 99,PHYS 99. Independent Study (2)
PHYS 100A,PHYS 100A. Electromagnetism I (4)
PHYS 100B,PHYS 100B. Electromagnetism II (4)
PHYS 100C,PHYS 100C. Electromagnetism III (4)
PHYS 105A,PHYS 105A. Mathematical and Computational Physics I (4)
